csv_id;parent_id;pagetitle;longtitle;published;deleted;createdon;publishedon;content;description;introtext;article;price;old_price;weight;vendor_id;made_in;new;popular;favorite;color;tags;size;images
381;30;Парсер товаров Яндекс Маркета;Парсер товаров Яндекс Маркета;1;0;1533502800;1534021200;"<p>Парсер Яндекс-Маркет – отдельная и специальная сборка парсера Catalog Loader для скачивания товаров из торговой площадки Яндекс-Маркет. Преимущества парсера Яндекс-Маркет перед аналогами: - Программа работает под Windows (XP / 7 / 2003 / 2008). - Установка программы не требует никаких специальных знаний и навыков, устанавливается как обычное приложение Windows (далее, далее… готово). - Максимально упрощенный и понятный интерфейс. Параметры, которые извлекаются парсером Яндекс-Маркет в стандартной конфигурации: - структура каталога; - имя товара; - цена товара; - краткое описание; - полное описание (в виде одной таблицы); - 1 основное (если отсутствует увеличенное изображение, берется маленькое)? + 3 дополнительных изображения; - производитель;? - meta_title?, meta_description?, meta_keywords;?? - возможно расширение стандартной версии дополнительными параметрами и возможностями (изменение цены по формуле, разбиение описания на характеристики и т.д.). Копирование товаров происходит с задержкой (в избежании бана), поддержка прокси-серверов. Экспорт товаров парсером Яндекс-Маркет происходит в csv для следующих CMS: - PrestaShop, - VamShop, - Virtuemart(Joomla), - ShopScript, - ShopCMS - ABO, - Amiro, - PhpShop, - HostCMS, - TomatoCart?, - CS-Cart??, - возможно подключение любой другой CMS или нужного формата csv (бесплатно). Возможность возобновления процесса парсинга с предыдущего состояние в случае какого-либо сбоя (выкл. электричества и т.п. ) или ручной остановки парсера. После оформления заказа Вам будет выслана ссылка на скачивание программы, а так ?же логин и пароль для запуска программы (в будние дни логин и пароль высылается в течении 5-45 мин после поступления оплаты, в выходные дни возможна задержка в несколько часов). Парсер копирует товары, информация о которых размещена на Я.Маркет. Товары, для которых предоставлены только анонсы со ссылками на другие источники не копируются. Постоянное бесплатное обновление сборки парсера.</p><p>Наш продукт ShopDataGetway - это система предоставляющая вашим партнерам возможность мгновенно обновлять интернет-магазины используя данные из ваших систем. Система предоставляет вашим партнерам данные в требуемом им виде. С помощью продукта ShopDataGetway вы позволяете вашим партнерам избежать лишних затрат на автоматизицию бизнес-процессов.</p><p>CatalogLoader– это пакет программного обеспечение, представляющее собой набор инструментов для работы с товарамиинтернет-магазинов (парсер, автоматическое наполнение, изменение цен, обработка склада, мониторинг конкурентов).</p>";Парсер товаров Яндекс Маркета;Парсер товаров Яндекс Маркета;1461986643;54,99;54,99;0;2;Россия;0;0;0;;;;
382;27;Электрорубанок Metabo Ho Е 0983;Электрорубанок Metabo Ho Е 0983;1;0;1533502800;1534021200;<p>Упор направляющей для наклонного строгания под углом до 45 градусов, поворотный патрубок для выталкивания стружки. Пониженное число оборотов для уменьшение шума на холостом ходу, полноволновая электроника для равномерного строгания, надежный прочный рубанок с длинной подошвой для широкого спектра применения. Твердосплавные ножи, легкая замена ножа благодаря кассетной системе, бесступенчатая регулировка глубины строгания и глубины фальца, плоско-фрезерованная подошва рубанка из алюминиевого литья под давлением.</p>;Электрорубанок Metabo Ho Е 0983;Электрорубанок Metabo Ho Е 0983;1299197073;539;539;0;2;Россия;0;1;0;;;;
383;41;Вспышка Nikon Speedlight SB-900;Вспышка Nikon Speedlight SB-900;1;0;1533502800;1534021200;<p>Профессиональная вспышка i-TTL, совместимая с зеркальными фотокамерами. Три шаблона освещения: центрально-взвешенный, равномерный и стандартный. Набор усовершенствованных функций. Система термальной защиты, автоматическое определение фильтра.</p>;Вспышка Nikon Speedlight SB-900;Вспышка Nikon Speedlight SB-900;957835494;530;530;0;2;;0;0;0;;;;
384;27;Термометр для ванной и помещений Philips AVENT SCH55020;Термометр для ванной и помещений Philips AVENT SCH55020;1;1;1533502800;1534021200;<p>Точное измерение температуры. Не тонет в воде.</p><p>С помощью цифрового термометра для ванны и помещений Philips AVENT удобно контролировать температуру как в детской, так и в ванной. Кроме того, исследования доказали абсолютную безопасность данного прибора, который можно использовать как игрушку для ребенка в ванной.</p><p>Быстрый и надежный способ измерения температуры</p><p>• Для измерения температуры воды в ванне и воздуха в спальне.</p><p>Безопасен для игры</p><p>• Соответствует стандартам для игрушек и стандартам безопасности</p><p>• Не тонет в воде</p><p>Технические характеристики</p><p>Диапазон температур для работы 10 - 45 °C</p><p>Точность +/-1 °C</p><p>Питание</p><p>Совместим с EN 71, ASTM F963-96a Technical</p><p>Тип элемента питания LR44</p><p>Количество батарей 2</p><p>Съемный/ сменный Да</p><p>Аксессуары</p><p>Руководство пользователя Да</p><p>Страна-бренд: Голландия</p><p>Производитель: Польша, Китай, Турция, Индия, Венгрия, Филипины</p>;Термометр для ванной и помещений Philips AVENT SCH55020;Термометр для ванной и помещений Philips AVENT SCH55020;892954222;52;52;0;2;;0;1;0;;;;products/35-80-thickbox.jpg
385;29;Сейф взломостойкий Valberg ASK-46;Сейф взломостойкий Valberg ASK-46;1;0;1533502800;1534021200;<p>Сейф предназначен для хранения ценных вещей, в том числе и достаточно крупных денежных сумм, как дома, так и в офисе. Сертификация по I классу защиты от взлома. Корпус сейфа имеет трехслойную конструкцию: внешняя стенка, бетон, внутренняя стенка. Стенки сейфа выполнены из стального листа толщиной от 1 до 3 мм. Ключевой 8-сувальдный замок Mauer (Германия). Замок защищен от высверливания специальной твердосплавной пластиной. Сейф оснащен 3-сторонней ригельной системой запирания с тремя никелированными вращающимися ригелями, диаметром 25 мм и одним пассивным ригелем.</p>;Сейф взломостойкий Valberg ASK-46;Сейф взломостойкий Valberg ASK-46;1175289084;500,5;500,5;0;2;;0;0;1;;;;products/45-96-thickbox.jpg
386;29;Проводной телефон PANASONIC KX-TS2365RUB;Проводной телефон PANASONIC KX-TS2365RUB;1;0;1533502800;1534021200;<p>Проводной телефон PANASONIC оснащен ЖК-дисплеем с часами, функцией громкая связь, портом для дополнительного оборудования, разъемом для гарнитуры. Однокнопочный набор на 20 номеров и ускоренный набор на 10 номеров экономят время. Есть кнопка пауза, ограничение и блокировка вызова, возможность регулировать громкость звонка и динамика, мелодия в режиме удержания соединения, выключение микрофона. Возможна установка на стене. Цвет модели - черный.</p>;Проводной телефон PANASONIC KX-TS2365RUB;Проводной телефон PANASONIC KX-TS2365RUB;172720;5000,55;5500,55;0;2;;0;0;0;;;;products/87-152-thickbox.jpg
387;24;Миксер Vitesse VS-240;Миксер Vitesse VS-240;1;0;1533502800;1534021200;<p>Основное</p><p>Тип: Ручной</p><p>Мощность (Вт): 300</p><p>Число скоростей: 3</p><p>Возможности использования</p><p>Турборежим: Нет</p><p>Импульсный режим: Да</p><p>Вращение чаши: Нет</p><p>Насадки</p><p>Количество насадок: 2</p><p>Универсальный измельчитель: Нет</p><p>Венчик для взбивания: Да</p><p>Насадка для приготовления пюре: Нет</p><p>Крюки для замешивания теста: Да</p><p>Насадка-блендер: Нет</p><p>Конструкция</p><p>Материал корпуса: Пластик</p><p>Приспособление для хранения насадок: Нет</p><p>Кнопка отсоединения насадок: Да</p><p>Прорезиненная ручка: Нет</p><p>Защитная крышка на чашу: Нет</p><p>Приспособление для намотки шнура: Да</p>;Миксер Vitesse VS-240;Миксер Vitesse VS-240;848117307;5000;5500;0;2;;1;0;0;;;;products/14-27-thickbox.jpg
388;37;Сауна для лица Panasonic EH 2513;Сауна для лица Panasonic EH 2513;1;0;1533502800;1534021200;<p>Вакуумный очиститель пор с функцией микроспрея для более эффективной очистки кожи. 2 режима работы (влажный и обычный). Непрерывная работа от аккумулятора - 20 минут. Мощность вакуумного давления: 50кПа.</p>;Сауна для лица Panasonic EH 2513;Сауна для лица Panasonic EH 2513;581385240;5000;5500;0;2;;0;0;0;;;;products/118-212-thickbox.jpg
389;20;Автокресло Bebe Confort Opal;Автокресло Bebe Confort Opal;1;0;1533502800;1534021200;<p>Автокресло с поворотным сиденьем для более продолжительного использования. Переустановка положений происходит одним движением руки, вращением автокресла на своем основании. Сиденье подходит для двух групп: 0+ - спиной к дороге и 1 - лицом к дороге. Боковая защита Safe Side предохраняет голову малыша при боковых столкновениях. Внутренние 5-точечные ремни безопасности быстро и удобно регулируются по росту ребенка. Размеры: ширина регулируется от 40 до 50 см. Высота регулируется от 60 до 76 см. Варианты цвета: Total Black, Intense Red, Deep Blue, Brown Earth, Steel Gray, Marble Pink, Dark Olive.</p>;Автокресло Bebe Confort Opal;Автокресло Bebe Confort Opal;1318211023;483;483;1500;2;;1;1;0;"[""Красны"",""Синий"",""Оранжевый""]";"[""MODX""]";"[""2000x3000""]";products/94-165-thickbox.jpg
390;29;Каминный набор №859 кованый (Аксессуары для каминов);Каминный набор №859 кованый (Аксессуары для каминов);1;0;1533502800;1534021200;<p>Размер см: 24х28х64 (Ш х Д х В)</p><p>Цвет: Старое золото</p><p>Пр-во: Польша</p>;Каминный набор №859 кованый (Аксессуары для каминов);Каминный набор №859 кованый (Аксессуары для каминов);1092064106;45,5;45,5;0;2;;0;0;1;;;;products/50-102-thickbox.jpg
391;25;Универсальная коляска LONEX Classic Retro;Универсальная коляска LONEX Classic Retro;1;0;1533502800;1534021200;<p>Универсальная коляска с люлькой из натуральной лозы для детей до 6 месяцев. Коляска состоит из съемной люльки и прогулочного блока. Ресорная амортизация на 4-х колесах. Колеса на выбор: диаметр 40 см - резиновые повышенной износостойкости не надувные, диаметр 36 см - надувные. Диски хромированные. Прогулочный блок устанавливается на шасси в двух направлениях - лицом к себе или от себя. Спинка регулируется в 4-х положениях до горизонтального. Имеются пятиточечные ремни безопасности с мягкими накладками и ограничительный бампер. Регулируемая подножка. В комплект входит утепленный чехол на ножки, корзина для покупок, сумка для мамы, дождевик. Большой выбор цветов.</p>;Универсальная коляска LONEX Classic Retro;Универсальная коляска LONEX Classic Retro;1837050903;432;432;0;2;;0;0;0;;;;products/24-50-thickbox.jpg
392;28;Факсимильный аппарат Panasonic KX-FC258RU;Факсимильный аппарат Panasonic KX-FC258RU;1;0;1533502800;1534021200;<p>Двухстрочный дисплей. Беспроводная DECT трубка с цветным дисплеем. Печать по принципу термопереноса. Цифровой дуплексный спикерфон. Цифровой автоответчик. Время записи - 15 минут. Скорость модема - до 9,6 Кбит/с. Кнопка навигации. Автоподатчик на 10 листов. Лоток на 20 листов. Отложенная передача. Прием при отсутствии бумаги (до 28 страниц). Набор 100 номеров из памяти. Функция копирования с возможностью масштабирования.</p>;Факсимильный аппарат Panasonic KX-FC258RU;Факсимильный аппарат Panasonic KX-FC258RU;1667014103;22265;22265;0;2;;0;1;0;;;;products/89-154-thickbox.jpg
393;38;Цифровой фотоаппарат Nikon Coolpix S1100pj;Цифровой фотоаппарат Nikon Coolpix S1100pj;1;0;1533502800;1534021200;<p>Цифровая тонкая фотокамера с разрешением 14,1 мегапикселей. Широкоугольный объектив NIKKOR с 5-кратным увеличением обеспечивает потрясающе точную передачу деталей и высокое разрешение. (Эквивалент формата 35 мм для пленочных фотокамер: 28 – 140 мм). Встроенный проектор позволяет проецировать избранные фотографии или видеоклипы. Поддержка ярких (до 14 люмен) проекций качества VGA на экране размером от 26 до 240 см (от 5 до 47 дюймов). Проецирование изображений с ПК или карты памяти. Гибридное VR (смещение объектива и электронное подавление вибраций). Сенсорный ЖК экран с диагональю 7,6 см (3 дюйма), разрешением 460 тыс. точек. Яркие видеоклипы высокой четкости в формате 720р HD. 17 сюжетных режимов. Варианты расцветок - желтый, сиреневый, черный, серый.</p>;Цифровой фотоаппарат Nikon Coolpix S1100pj;Цифровой фотоаппарат Nikon Coolpix S1100pj;1036617146;410;410;0;2;;0;0;0;;;;products/137-242-thickbox.jpg
394;27;Кофеварка эспрессо KENWOOD ES 471;Кофеварка эспрессо KENWOOD ES 471;1;0;1533502800;1534021200;<p>Кофеварка эспрессо</p><p>Цвет Красный</p><p>Регулировка Кол-ва чашек, Крепости кофе</p><p>Индикатор уровня воды</p><p>Резервуар для воды Съёмный</p><p>Давление (бар) 15</p><p>Объём резервуара д/воды 1.5 л</p><p>Потребляемая мощность 1050 Вт</p><p>Дополнительные параметры:</p><p>Используемый кофемолотый / чалды</p><p>Нагреватель TermoGen.</p><p>Система подогрева чашек.</p><p>Подходит для использования фильтров ESE.</p><p>Профессиональный наконечник для вспенивания молока.</p><p>Возможность приготовления капуччино ручное приготовление</p><p>Индикатор контроля температуры.</p><p>Регулятор пара с покрытием SureGrip.</p><p>Съёмный лоток для капель.</p><p>Отсек для хранения шнура.</p>;Кофеварка эспрессо KENWOOD ES 471;Кофеварка эспрессо KENWOOD ES 471;444160035;400;400;0;2;;0;0;0;;;;products/3-5-thickbox.jpg
395;27;Радиостанция Motorola TLKR-T4;Радиостанция Motorola TLKR-T4;1;0;1533502800;1534021200;<p>Простая, компактная и легкая рация дальность до 6 км (в зависимости от рельефа местности и условий). Бесплатные звонки. 8 каналов. Сканирование/мониторинг. ЖК-дисплей. Клипса на ремень и петля для ношения. Блокировка клавиатуры. Индикатор заряда батареи. Мощность передатчика 0.5 Вт. 1 мелодия вызова. Звуки клавиатуры.</p>;Радиостанция Motorola TLKR-T4;Радиостанция Motorola TLKR-T4;141237537;40;40;0;2;;0;0;0;;;;products/79-141-thickbox.jpg
396;27;Детская кроватка-трансформер Гандылян Тереза;Детская кроватка-трансформер Гандылян Тереза;1;1;1533502800;1534021200;<p>Кроватка-трансформер совмещает себе функции кроватки для новорожденных и кровати для дошкольников. Боковое ограждение опускается или снимается. Комод может использоваться в качестве пеленального столика. Он оснащен тремя объемными выдвижными ящиками с открытыми полочками для мелочей. Ложе может устанавливать на одном из двух уровнях. Два выдвижных ящика для белья. Цвет: натуральный, вишня, орех, махагон, белый, слоновая кость. Размеры кроватки: 67 x 129 х 101 см. Размеры комода: 49.5 x 70 x 70.5 см.</p>;Детская кроватка-трансформер Гандылян Тереза;Детская кроватка-трансформер Гандылян Тереза;250263468;370;370;3200;2;;0;1;0;;;;products/27-59-thickbox.jpg
397;32;Электробритва PHILIPS RQ 1095;Электробритва PHILIPS RQ 1095;1;0;1533502800;1534021200;<p>Электробритва с ЖК-дисплеем. Бритвенный блок. Индикатор необходимости замены бритвенного блока. Быстрая зарядка. Дорожная блокировка. Индикация очистки. Полированный стальной корпус. Отсутствие вибраций. Антикоррозийное покрытие головок. Можно мыть под водой и бриться с пеной. Система Flex & Pivot: три гибкие головки, вращающиеся в разных направления. Система Lift & Cut.</p>;Электробритва PHILIPS RQ 1095;Электробритва PHILIPS RQ 1095;423259147;370;370;0;2;;0;0;0;;;;products/114-207-thickbox.jpg
398;23;VoIP-телефон Linksys SPA962;VoIP-телефон Linksys SPA962;0;0;1533502800;1534021200;<p>VoIP-телефон обладает широким набором функциональных возможностей, как телефонных, так и сетевых. Стильный дизайн и высокая функциональность аппарата делают его использование чрезвычайно эффективным в гибкой среде IP-телефонии, IP УАТС или крупных IP call-центрах. Комплектация аппарата включает в себя: поддержку 6 активных каналов, dual switched Ethernet ports, поддержку 802.3 c питанием от свитча (PoE -Power of the Ethernet, это означает, что телефон питается от сети Ethernet), цветной дисплей с высоким разрешением, динамик, и 2.5 мм разъем для гарнитуры. Каждый канал телефонного аппарата может быть настроен на работу либо с несколькими различными номерами, либо с одним, но многоканальным номером.</p>;VoIP-телефон Linksys SPA962;VoIP-телефон Linksys SPA962;749469005;364;364;2;2;;0;1;0;;;;products/105-189-thickbox.jpg
399;28;Автокресло Maxi-Cosi Priori SPS;Автокресло Maxi-Cosi Priori SPS;1;0;1533502800;1534021200;<p>Модель детского автокресла первой возрастной группы. Оно разработано для малышей, только начинающих ходить, и дошкольников (возраст от 9 месяцев до 4-х лет, вес 9-18 кг). Автокресло Priori легко устанавливается и закрепляется ремнями безопасности с креплением в 2-х или 3-х точках на любом пассажирском месте во всех типах автомобилей. Съемные чехлы можно стирать. Цвета: Bjorn, Enzo, Indigo, Prado, Solar, Stratos, Florian, Horizon, Roseline.</p>;Автокресло Maxi-Cosi Priori SPS;Автокресло Maxi-Cosi Priori SPS;1700607309;26217;26217;0;2;;1;0;1;;;;products/22-46-thickbox.jpg
400;29;Блок расширения для AriaSOHO LG-Nortel AR-EKSU;Блок расширения для AriaSOHO LG-Nortel AR-EKSU;1;0;1533502800;1534021200;"<p>Блок расширения для ARIA SOHO, подключается внешней шиной к базовому блоку. В блоке расширения есть - 3 внешние линии; 8 внутренних гибридных абонентов (или аналоговых или цифровых); 1 слот для установки дополнительной платы расширения; 1 аварийный датчик; 1 реле общего назначения; 1 схема аварийного переключение при пропадании питания.</p>";Блок расширения для AriaSOHO LG-Nortel AR-EKSU;Блок расширения для AriaSOHO LG-Nortel AR-EKSU;1844349545;360,79;360,79;0;2;;0;0;1;;;;
401;29;Ленточная шлифовальная машина Dewalt DW432;Ленточная шлифовальная машина Dewalt DW432;1;0;1533502800;1534021200;<p>Мощный 800 Вт электродвигатель обеспечивает высокую эффективность шлифования разных материалов. Конструкция подошвы из трех роликов обеспечивает лучший контакт шлифленты с обрабатываемой поверхностью. Эффективная система пылеудаления со встроенным пылесборником и возможностью подключения внешнего пылесоса. Две рукоятки для лучшего баланса и контроля.</p>;Ленточная шлифовальная машина Dewalt DW432;Ленточная шлифовальная машина Dewalt DW432;1180941093;360,39;360,39;0;2;;0;0;1;;;;
402;20;Цифровой видеомонитор Philips AVENT SCD60000;Цифровой видеомонитор Philips AVENT SCD60000;1;0;1533502800;1534021200;<p>Автоматический выбор канала для конфиденциального соединения. Система инфракрасного ночного видения для круглосуточного наблюдения. Успокаивающие колыбельные и ночник. Высокое разрешение, цветной экран 61 мм. Беспроводной портативный родительский блок. Цифровое подтверждение сигнала и световая индикация уровня звука. Автоматическое включение экрана с регуляторами яркости и звука. Родительский блок на аккумуляторах. Диапазон действия: 150 м. Клипса для крепления к поясу.</p>;Цифровой видеомонитор Philips AVENT SCD60000;Цифровой видеомонитор Philips AVENT SCD60000;1095960108;350;350;3200;2;;0;0;0;"[""Красны""]";"[""Не популярный""]";"[""200см""]";
403;29;Проводной телефон LG GS-475 RUS WA;Проводной телефон LG GS-475 RUS WA;1;0;1533502800;1534021200;"<p>Тоновый / импульсный набор.Память на 3 номера. Функции: регулировка уровня громкости мелодии звонка; сброс набора или соединения (клавиша FLASH); пауза во время разговора (клавиша PAUSE); повторный набор номера (клавиша REDIAL).</p>";Проводной телефон LG GS-475 RUS WA;Проводной телефон LG GS-475 RUS WA;2101531839;35,45;35,45;0;2;;0;0;0;;;;
404;19;Аппарат для пончиков Daewoo DI 8102;Аппарат для пончиков Daewoo DI 8102;1;0;1533502800;1534021200;<p>Аппарат предназначен для приготовления пончиков традиционной (кольцеобразной) формы. Индикатор включения и готовности. Антипригарное покрытие. Регулировка температуры.</p>;Аппарат для пончиков Daewoo DI 8102;Аппарат для пончиков Daewoo DI 8102;2084407699;35;35;300;2;;1;1;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый""]";"[""Новая модель""]";"[""2000x3000"",""3000x3000""]";products/93-164-thickbox.jpg
405;20;Детские качели GRACO Sweetpeace;Детские качели GRACO Sweetpeace;1;0;1533502800;1534021200;<p>Детские качели для детей с рождения. Качели копируют движение при укачивании ребёнка на руках (в трёх разных направлениях), три положения спинки, 6 скоростей, съёмное сидение, набор различных мелодий и возможность подключения МР3 плеера, две скорости вибрации, ремни безопасности, регулируемый капор.</p>;Детские качели GRACO Sweetpeace;Детские качели GRACO Sweetpeace;613154813;348;348;1520;2;;0;0;0;;"[""Популярный""]";"[""3000x3000""]";products/95-172-thickbox.jpg
406;28;Радиотелефон Dect Panasonic KX-TCD815;Радиотелефон Dect Panasonic KX-TCD815;1;0;1533502800;1534021200;<p>Радиотелефон стандарта DECT/GAP. Загрузка картинок и мелодий с ПК или мобильного телефона (встроенный ИК-порт, в комплекте кабель USB). Автоматический определитель номера: АОН, Caller ID (журнал на 50 вызовов). Проговаривание голосом номера. Большой графический цветной дисплей - 65000 цветов. 6 обычных + 14 полифонических мелодий звонка. Загрузка мелодий с любого аудио-устройства через кабель. Меню и телефонный справочник на русском языке (200 номеров). Возможность присваивания до 3-х номеров телефонов и картинки для одной записи. Редактирование записей с помощью ПК. Функция Нянька. Спикерфон (громкая связь) на трубке. Дата, часы, будильник. Повторный набор последних 5-ти набранных номеров. Подключение гарнитуры. Ночной режим. Кнопка Flash для переадресация на мини-АТС. Подключение до 6-ти трубок на одну базу. Подключение одной трубки на 4 базы. Конференц-связь. Внутренняя связь между трубками. Переадресация внешнего звонка между трубками. Подключение к видеодомофонной системе.</p>;Радиотелефон Dect Panasonic KX-TCD815;Радиотелефон Dect Panasonic KX-TCD815;2109182114;22120;22120;0;2;;0;0;0;;;;products/82-145-thickbox.jpg
407;27;Бетономешалка Power Tec BWE180/140;Бетономешалка Power Tec BWE180/140;1;0;1533502800;1534021200;<p>Бетономешалка с загрузкой и выгрузкой с обеих сторон. Выгрузка на высоте тележки. Ёмкость барабана: 180 л. Рабочая ёмкость: 140 л. Производительность: 1,1 м3/ч. Мощность двигателя: 0,55-0,75 кВт. Вес: 73 кг.</p>;Бетономешалка Power Tec BWE180/140;Бетономешалка Power Tec BWE180/140;196049201;320;320;3;2;;0;0;1;;;;products/53-105-thickbox.jpg
408;28;Директорское кресло VIP класса Status Extra;Директорское кресло VIP класса Status Extra;1;0;1533502800;1534021200;<p>Директорское кресло VIP класса Status Extra для руководителя,дома и офиса. СТАТУС дерево натуральная кожа 100% люкс LE-16/K цвет бренди Кожаное кресло VIP класса для руководителя,дома и офиса. Широкое мягкое сиденье и высокая спинка с механизмом трансформации. Удобные мягкие кожаные подлокотники . Элегантная металическая крестовина с деревянными накладками,точенный из масива чехол пневмо-целиндра. Кресло комплектуется механизмом ТРАНСФОРМАЦИИ который обеспечивает разложение кресла практически в горизонтальное положение. Обивка кресла натуральная кожа высшего качества LUX 100%. выделки Extra - мягкая и эластичная.</p>;Директорское кресло VIP класса Status Extra;Директорское кресло VIP класса Status Extra;441212364;21200;21200;0;3;;1;0;1;;;;products/48-99-thickbox.jpg
409;20;Стульчик для кормления Peg-Perego Prima Pappa Best;Стульчик для кормления Peg-Perego Prima Pappa Best;1;0;1533502800;1534021200;<p>Стульчик раcсчитан на малыша до трех лет. Моющееся сидение изготовлено из кожа заменителя, корпус пластмассовый, регулируемая подножка, стопора на колесах, большая устойчивость. Пятиточечные ремни безопасности и анатомическая вставка для разделения ног удерживают ребенка в надежном и безопасном положении.</p>;Стульчик для кормления Peg-Perego Prima Pappa Best;Стульчик для кормления Peg-Perego Prima Pappa Best;1360727340;306;306;0;3;;0;0;0;"[""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""Устаревший""]";"[""100см""]";products/97-174-thickbox.jpg
410;23;Радиотелефон DECT Siemens Gigaset SL785;Радиотелефон DECT Siemens Gigaset SL785;0;0;1533502800;1534021200;<p>Стильный и удобный телефон в металлическом корпусе. Встроенный автоответчик с записью на 45 минут. Гарнитура с Bluetooh® и дуплексный режим hands-free. Большой цветной TFT-дисплей с инновационным интерфейсом. Технология ECO Mode Plus с режимом нулевой передачи. Адресная книга на 500 записей. Возможность обмена данными из адресной книги через Bluetooth® с мобильными телефонами. Индикация номера. Синхронизация с компьютером через Bluethooth®/USB. Возможна регистрация до 6 трубок.</p>;Радиотелефон DECT Siemens Gigaset SL785;Радиотелефон DECT Siemens Gigaset SL785;654249275;304;304;0;3;;0;0;0;;;;products/111-204-thickbox.jpg
411;29;Детское автокресло Bebe Confort Iseos Safe Side TT;Детское автокресло Bebe Confort Iseos Safe Side TT;1;0;1533502800;1534021200;<p>Автокресло рекомендуется для детей от 9 кг (1-4 года). Оснащено системой дополнительного натяжения ремней, которыми кресло крепится к сиденью автомобиля, что упрощает и ускоряет его правильную установку. Установка в автомобиле: по ходу движения с помощью штатного 3-точечного ремня безопасности. В кресле используется двойная система Modulo Safe, позволяющая плавно изменять ширину (от 40 до 55 см) и наклон кресла, внутренние 5-точечные ремни безопасности регулируются по росту ребенка. Прочный корпус на широкой платформе разработан с учетом геометрии салонов современных автомобилей. Усиленная боковая защита Safe Side. Защитные накладки на ремнях двух размеров, в зависимости от возраста ребенка. Система Легкая посадка, фиксирующая внутренние ремни по сторонам, на боковинах и не мешающие посадке ребенка. Высококачественное, мягкое, дышащее покрытие (снимается и стирается). Система Total Tension обеспечивает правильную установку с меньшими усилиями. Вес автокресла: 9 кг.</p>;Детское автокресло Bebe Confort Iseos Safe Side TT;Детское автокресло Bebe Confort Iseos Safe Side TT;950517247;300,99;300,99;0;3;;0;0;0;;;;products/21-42-thickbox.jpg
412;27;Маятниковый лобзик с электроникой Metabo STEB 135;Маятниковый лобзик с электроникой Metabo STEB 135;1;0;1533502800;1534021200;<p>Энергичный распил в деревянной заготовке толщиной до 135 мм. Легкая и быстрая замена пильного диска, низко расположенный опорный ролик пильного полотна, быстрая фиксация направляющей панели для наклонного распила. Оптимальное удобство обращения благодаря эргономичному дизайну, прорезиненная рукоятка-скоба, устройство воздуходува, обеспечивающее просматриваемость области резания.</p>;Маятниковый лобзик с электроникой Metabo STEB 135;Маятниковый лобзик с электроникой Metabo STEB 135;1982777364;300;300;5;3;;0;0;0;;;;products/58-110-thickbox.jpg
413;27;Автомобильная громкая связь NEON BTHF009Dsp;Автомобильная громкая связь NEON BTHF009Dsp;1;0;1533502800;1534021200;<p>Комплект беспроводной громкой связи NEON поддерживает функции Определитель номера, Голосовой набор, Повторный набор последнего номера, Отложенный звонок  и Переключение вызова. Переключение между функциями осуществляется при помощи многофункциональной клавиши, размещенной на лицевой панели. Версия BLUETOOTH: 2.0. Поддержка профилей: Наушники и Handsfree. Рабочее расстояние: 10 м (класс 2). Экран LCD отображает номер звонящего из 12 цифр. Шумоподавления и устранение эха.</p>;Автомобильная громкая связь NEON BTHF009Dsp;Автомобильная громкая связь NEON BTHF009Dsp;1654778539;300;330;0;3;;0;0;0;;;;products/77-137-thickbox.jpg
414;44;Бюстгальтер Velmont 3404;Бюстгальтер Velmont 3404;1;0;1533502800;1534021200;<p>Бюстгальтер Velmont 3404 – эффектный бюстгальтер. Тонкие, регулируемые лямки, удобная чашка, кружевная отделка, Ваша грудь будет сексуально выглядеть в этом бюстгальтере. Удобен в носке и подходит как на каждый день, так и под вечернее платье.</p>;Бюстгальтер Velmont 3404;Бюстгальтер Velmont 3404;665098649;300;330;0;3;;0;0;0;;;;products/150-287-thickbox.jpg
415;44;Бюстгальтер Velmont 5104;Бюстгальтер Velmont 5104;1;0;1533502800;1534021200;<p>Бюстгальтер Velmont 5104 привлекает внимание оригинальностью расцветки и отделки. Бюстгальтер на регулируемых тонких лямках, глубокая удобная чашка, идеально поддерживающая грудь. Удобен в носке на каждый день, идеально подходит для открытых сарафанов и прозрачных топов.</p>;Бюстгальтер Velmont 5104;Бюстгальтер Velmont 5104;664902047;300;330;0;3;;0;0;0;;;;products/152-289-thickbox.jpg
416;44;Бюстгальтер Velmont 3804;Бюстгальтер Velmont 3804;1;0;1533502800;1534021200;<p>Бюстгальтер Velmont 3804 – удобный бюстгальтер на регулируемых тонких лямках. Легкая отделка кружевом, четный цвет, он привлекает внимание классической простотой. Удобная, мягкая чашечка идеально поддержит Вашу грудь. Бюстгальтер подходит к носке на каждый день.</p>;Бюстгальтер Velmont 3804;Бюстгальтер Velmont 3804;665360793;300;330;0;3;;0;0;0;;;;products/153-290-thickbox.jpg,products/152-289-thickbox.jpg
417;29;Скобозабиватель Metabo Ta E 2019;Скобозабиватель Metabo Ta E 2019;1;0;1533502800;1534021200;<p>Модель для работы со скобами, гвоздями, профильными захватами Metabo. Подходит также для работы со скобами из плоской проволоки. Энергия удара может плавно регулироваться электронным образом. Возможность дополнительного добивания (для скоб и гвоздей). Выступ с выемкой для точного позиционирования. Защита от случайного срабатывания удара.</p>;Скобозабиватель Metabo Ta E 2019;Скобозабиватель Metabo Ta E 2019;829457920;290,99;290,99;0;3;;0;0;1;;;;products/66-117-thickbox.jpg
